candidate_id,label,current_title,years_of_experience,top_skills,career_history,summary,category
CAND_0023268,0.082,Accountant,3.6,Kubeflow,Accountant @ TCS (43m),"Professional with 3.6+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",inactive
CAND_0069970,0.305,Cloud Engineer,1.7,"Feature Engineering, TTS, Semantic Search",Cloud Engineer @ Pied Piper (20m),"Software engineer with 1.7 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",irrelevant_title
CAND_0000015,1.601,Software Engineer,5.4,,Software Engineer @ Razorpay (31m) | Mobile Developer @ Hooli (24m) | DevOps Engineer @ Globex Inc (9m),"Software engineer with 5.4 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0045256,2.099,Backend Engineer,7.1,"LLMs, Diffusion Models, Data Science, Weights & Biases, GANs",Backend Engineer @ Globex Inc (20m) | Analytics Engineer @ Nykaa (34m) | Backend Engineer @ Flipkart (29m),"Software / data professional with 7.1 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",normal
CAND_0046689,0.0,Business Analyst,2.3,"Node.js, SQL, gRPC, Spark",Business Analyst @ Pied Piper (15m) | Sales Executive @ Wipro (11m),"Professional with 2.3+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",honeypot: expert_zero_months(4 skills)
CAND_0005193,1.816,Senior Software Engineer,6.2,"OpenSearch, MLOps, Machine Learning, Feature Engineering, TTS",Senior Software Engineer @ Acme Corp (45m) | Data Engineer @ CRED (21m) | Senior Software Engineer @ Dream11 (7m),"Software / data professional with 6.2 years of experience building data pipelines, backend systems, and analytics infrastructure. Most of my work has been data pipelines and analytics infrastructure; I've shipped a couple of small ML features but it's not the core of my day. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",normal
CAND_0055927,1.085,Software Engineer,1.3,MLOps,Software Engineer @ CRED (15m),"Software engineer with 1.3 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0009168,0.2,Sales Executive,7.4,,Sales Executive @ Wipro (50m) | Graphic Designer @ Initech (38m),"Professional with 7.4+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",inactive
CAND_0020999,0.797,Software Engineer,4.5,"Information Retrieval, Data Science, MLflow, Image Classification",Software Engineer @ Infosys (54m),"Software engineer with 4.5 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",inactive
CAND_0046298,0.749,Software Engineer,9.8,NLP,Software Engineer @ Pied Piper (33m) | Cloud Engineer @ Capgemini (38m) | Software Engineer @ HCL (16m),"Software engineer with 9.8 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",inactive
